,Record Type,VIN,Registration Class,City,State,Zip,County,Model Year,Make,Body Type,Fuel Type,Unladen Weight,Maximum Gross Weight,Passengers,Reg Valid Date,Reg Expiration Date,Color,Scofflaw Indicator,Suspension Indicator,Revocation Indicator
69273,VEH,7PDSGABL8NN003202,PAS,BROOKLYN,NY,11209,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,6900.0,,,02/03/2023,02/02/2025,GR,N,N,N
69274,VEH,7PDSGABL8NN002969,PAS,NEW YORK,NY,10014,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6949.0,,,01/10/2023,01/09/2025,GY,N,N,N
69277,VEH,7PDSGABL8NN002017,PAS,NEW YORK,NY,10021,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7032.0,,,01/04/2023,11/18/2024,GR,N,N,N
69279,VEH,7PDSGABL8NN001885,PAS,NEW YORK,NY,10013,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7033.0,,,12/23/2022,12/22/2024,GR,N,N,N
69280,VEH,7PDSGABL8NN001854,PAS,NEW YORK,NY,10075,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7013.0,,,05/07/2024,06/07/2026,GR,N,N,N
69291,VEH,7PDSGABL8NN000977,PAS,NEW YORK,NY,10014,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6892.0,,,10/24/2023,12/17/2025,WH,N,N,N
69293,VEH,7PDSGABL8NN000817,PAS,BROOKLYN,NY,11237,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,6892.0,,,11/22/2023,11/30/2025,GY,N,N,N
69294,VEH,7PDSGABL7RN038903,PAS,BROOKLYN,NY,11217,KINGS,2024.0,RIVIA,SUBN,ELECTRIC,6891.0,,,07/17/2024,07/16/2026,GR,N,N,N
69296,VEH,7PDSGABL7PN022410,PAS,BROOKLYN,NY,11219,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,11/30/2023,11/29/2025,GY,N,N,N
69303,VEH,7PDSGABL7NN003109,PAS,BROOKLYN,NY,11237,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,6892.0,,,11/20/2023,11/30/2025,BL,N,N,N
69306,VEH,7PDSGABL7NN002803,PAS,NEW YORK,NY,10010,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6958.0,,,02/09/2023,02/08/2025,GR,N,N,N
69308,VEH,7PDSGABL7NN002526,PAS,BROOKLYN,NY,11237,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,7081.0,,,11/20/2023,11/30/2025,GY,N,N,N
69312,VEH,7PDSGABL7NN001375,PAS,ASTORIA,NY,11105,QUEENS,2022.0,RIVIA,SUBN,ELECTRIC,7013.0,,,01/19/2023,01/31/2025,GY,N,N,N
69313,VEH,7PDSGABL7NN001358,PAS,ASTORIA,NY,11106,QUEENS,2022.0,RIVIA,SUBN,ELECTRIC,7013.0,,,12/16/2022,12/15/2024,GR,N,N,N
69314,VEH,7PDSGABL6PN025976,PAS,NEW YORK,NY,10017,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,7033.0,,,01/08/2024,01/07/2026,GR,N,N,N
69322,VEH,7PDSGABL6PN006151,PAS,BROOKLYN,NY,11211,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,7033.0,,,06/28/2023,06/27/2025,GY,N,N,N
69324,VEH,7PDSGABL6PN000298,PAS,NEW YORK,NY,10019,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,05/23/2023,06/25/2025,GR,N,N,N
69327,VEH,7PDSGABL6NN001299,PAS,NEW YORK,NY,10021,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7032.0,,,02/04/2024,12/19/2024,GR,N,N,N
69330,VEH,7PDSGABL5RN043971,PAS,NEW YORK,NY,10019,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,7024.0,,,06/19/2024,06/18/2026,GY,N,N,N
69337,VEH,7PDSGABL5PN014449,PAS,BROOKLYN,NY,11201,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,11/06/2023,04/29/2025,BK,N,N,N
69339,VEH,7PDSGABL5PN007517,PAS,BRONX,NY,10458,BRONX,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,07/15/2024,12/19/2025,GY,N,N,N
69342,VEH,7PDSGABL5PN006397,PAS,FRESH MEADOWS,NY,11366,QUEENS,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,10/26/2023,10/25/2025,BK,N,N,N
69345,VEH,7PDSGABL5PN003418,PAS,BROOKLYN,NY,11215,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6892.0,,,03/13/2023,03/31/2025,WH,N,N,N
69349,VEH,7PDSGABL5NN002959,PAS,NEW YORK,NY,10128,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7033.0,,,01/23/2023,01/22/2025,GY,N,N,N
69352,VEH,7PDSGABL5NN001729,PAS,NEW YORK,NY,10013,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6949.0,,,01/23/2023,01/22/2025,GY,N,N,N
69354,VEH,7PDSGABL5NN001598,PAS,NEW YORK,NY,10027,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7148.0,,,05/19/2024,05/25/2026,GY,N,N,N
69357,VEH,7PDSGABL4RN044836,PAS,NEW YORK,NY,10021,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6900.0,,,06/10/2024,06/09/2026,RD,N,N,N
69358,VEH,7PDSGABL4RN035005,PAS,NEW YORK,NY,10075,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,02/28/2024,02/27/2026,GR,N,N,N
69359,VEH,7PDSGABL4PN022672,PAS,BROOKLYN,NY,11234,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,04/05/2024,04/22/2026,GY,N,N,N
69363,VEH,7PDSGABL4PN004365,PAS,BROOKLYN,NY,11238,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,03/22/2023,03/21/2025,GR,N,N,N
69364,VEH,7PDSGABL4PN004267,PAS,NEW YORK,NY,10016,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,03/23/2023,03/31/2025,GR,N,N,N
69369,VEH,7PDSGABL4NN003181,PAS,BROOKLYN,NY,11204,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,7148.0,,,01/26/2023,01/25/2025,BK,N,N,N
69370,VEH,7PDSGABL4NN003150,PAS,NEW YORK,NY,10128,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7013.0,,,03/16/2023,03/15/2025,GR,N,N,N
69375,VEH,7PDSGABL4NN002550,PAS,BROOKLYN,NY,11209,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,7081.0,,,04/19/2024,01/31/2025,BK,N,N,N
69378,VEH,7PDSGABL4NN002158,PAS,BROOKLYN,NY,11237,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,7033.0,,,11/20/2023,11/30/2025,GY,N,N,N
69381,VEH,7PDSGABL4NN001902,PAS,NEW YORK,NY,10010,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6949.0,,,02/09/2023,02/08/2025,GR,N,Y,N
69382,VEH,7PDSGABL4NN001771,PAS,NEW YORK,NY,10011,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6892.0,,,02/03/2023,02/02/2025,GY,N,N,N
69387,VEH,7PDSGABL4NN001253,PAS,BAYSIDE,NY,11361,QUEENS,2022.0,RIVIA,SUBN,ELECTRIC,7148.0,,,12/08/2022,12/07/2024,WH,N,N,N
69388,VEH,7PDSGABL4NN000944,PAS,NEW YORK,NY,10031,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7013.0,,,12/22/2022,12/21/2024,GR,N,N,N
69389,VEH,7PDSGABL4NN000913,PAS,BROOKLYN,NY,11211,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,6949.0,,,03/02/2023,03/01/2025,GR,N,N,N
69393,VEH,7PDSGABL3PN020203,PAS,BROOKLYN,NY,11226,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,05/29/2024,05/28/2026,GY,N,N,N
69400,VEH,7PDSGABL3NN002796,PAS,BROOKLYN,NY,11201,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,7013.0,,,10/17/2023,11/23/2025,GR,N,N,N
69402,VEH,7PDSGABL3NN002538,PAS,NEW YORK,NY,10011,NEW YORK,2022.0,RVN,SUBN,ELECTRIC,6900.0,,,06/01/2023,05/31/2025,BK,N,N,N
69403,VEH,7PDSGABL3NN002488,PAS,NEW YORK,NY,10065,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7013.0,,,01/13/2023,01/12/2025,GY,N,N,N
69405,VEH,7PDSGABL3NN001406,PAS,NEW YORK,NY,10028,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,5000.0,,,08/15/2023,08/14/2025,GR,N,N,N
69406,VEH,7PDSGABL3NN001146,PAS,BROOKLYN,NY,11237,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,7033.0,,,11/20/2023,11/30/2025,GR,N,N,N
69408,VEH,7PDSGABL3NN000496,PAS,BROOKLYN,NY,11201,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,7090.0,,,11/14/2022,11/13/2024,GR,N,N,N
69409,VEH,7PDSGABL2PN028583,PAS,NEW YORK,NY,10013,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,7024.0,,,01/22/2024,10/22/2025,GR,N,N,N
69412,VEH,7PDSGABL2PN009581,PAS,NEW YORK,NY,10014,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,7013.0,,,06/21/2023,06/30/2025,GY,N,N,N
69415,VEH,7PDSGABL2PN006650,PAS,BROOKLYN,NY,11201,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,7013.0,,,11/07/2023,12/14/2025,GY,N,N,N
69416,VEH,7PDSGABL2PN006406,PAS,FLUSHING,NY,11358,QUEENS,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,06/08/2023,02/07/2025,GR,N,N,N
69417,VEH,7PDSGABL2PN003487,PAS,BROOKLYN,NY,11204,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,03/07/2023,03/06/2025,GR,N,N,N
69422,VEH,7PDSGABL2NN002269,PAS,NEW YORK,NY,10009,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6949.0,,,04/27/2023,04/26/2025,BK,N,N,N
69425,VEH,7PDSGABL1PN022712,PAS,STATEN ISLAND,NY,10312,RICHMOND,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,01/10/2024,01/09/2026,GR,N,N,N
69428,VEH,7PDSGABL1PN009586,PAS,STATEN ISLAND,NY,10308,RICHMOND,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,08/22/2023,08/07/2025,WH,N,N,N
69431,VEH,7PDSGABL1PN006929,PAS,HOLLIS,NY,11423,QUEENS,2023.0,RIVIA,SUBN,ELECTRIC,7013.0,,,06/20/2023,02/22/2025,WH,N,N,N
69434,VEH,7PDSGABL1PN003464,PAS,NEW YORK,NY,10022,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,7013.0,,,04/02/2024,05/31/2026,GR,N,N,N
69442,VEH,7PDSGABL1NN001808,PAS,NEW YORK,NY,10014,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6892.0,,,01/09/2023,01/08/2025,GY,N,N,N
69444,VEH,7PDSGABL1NN001162,PAS,MIDDLE VILLAGE,NY,11379,QUEENS,2022.0,RIVIA,SUBN,ELECTRIC,7081.0,,,01/11/2023,01/10/2025,GY,N,N,N
69445,VEH,7PDSGABL1NN001145,PAS,NEW YORK,NY,10003,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7033.0,,,01/31/2023,01/31/2025,GR,N,N,N
69453,VEH,7PDSGABL0PN009577,PAS,BROOKLYN,NY,11249,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,07/31/2023,07/30/2025,GR,N,N,N
69457,VEH,7PDSGABL0NN001797,PAS,NEW YORK,NY,10013,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6900.0,,,09/14/2023,03/16/2025,GR,N,N,N
69458,VEH,7PDSGABL0NN001654,PAS,NEW YORK,NY,10024,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6892.0,,,09/20/2023,10/03/2025,GR,N,N,N
69460,VEH,7PDSGABL0NN000729,PAS,NEW YORK,NY,10007,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,6892.0,,,11/17/2022,11/16/2024,GY,N,N,N
69461,VEH,7PDSGABL0NN000097,PAS,BROOKLYN,NY,11237,KINGS,2022.0,RIVIA,SUBN,ELECTRIC,6968.0,,,12/07/2023,12/31/2025,BL,N,N,N
69472,VEH,7PDSGABLXNN002021,PAS,NEW YORK,NY,10003,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7013.0,,,02/10/2023,02/09/2025,GY,N,N,N
69475,VEH,7PDSGABLXNN001225,PAS,MIDDLE VILLAGE,NY,11379,QUEENS,2022.0,RIVIA,SUBN,ELECTRIC,6891.0,,,07/17/2023,08/20/2025,GR,N,N,N
69481,VEH,7PDSGABA9RN041980,PAS,EAST ELMHURST,NY,11370,QUEENS,2024.0,RIVIA,SUBN,ELECTRIC,7011.0,,,05/21/2024,05/20/2026,WH,N,N,N
69485,VEH,7PDSGABA9RN040361,PAS,NEW YORK,NY,10018,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,07/05/2024,07/04/2026,WH,N,N,N
69490,VEH,7PDSGABA9RN034365,PAS,NEW YORK,NY,10028,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6891.0,,,03/28/2024,03/27/2026,BK,N,N,N
69491,VEH,7PDSGABA9RN034060,PAS,BROOKLYN,NY,11234,KINGS,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,06/26/2024,06/25/2026,WH,N,N,N
69496,VEH,7PDSGABA9RN031630,PAS,STATEN ISLAND,NY,10306,RICHMOND,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,02/27/2024,02/26/2026,GY,N,N,N
69500,VEH,7PDSGABA9PN028210,PAS,BRONX,NY,10458,BRONX,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,02/12/2024,02/11/2026,GY,N,N,N
69503,VEH,7PDSGABA9PN027378,PAS,BROOKLYN,NY,11237,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6795.0,,,03/08/2024,03/31/2026,BK,N,N,N
69507,VEH,7PDSGABA9PN023489,PAS,STATEN ISLAND,NY,10301,RICHMOND,2023.0,RIVIA,SUBN,ELECTRIC,7011.0,,,11/21/2023,11/20/2025,GY,N,N,N
69509,VEH,7PDSGABA9PN021516,PAS,BROOKLYN,NY,11237,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,7023.0,,,12/20/2023,12/31/2025,WH,N,N,N
69512,VEH,7PDSGABA9PN021077,PAS,NEW YORK,NY,10024,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,06/27/2024,10/15/2025,BK,N,N,N
69514,VEH,7PDSGABA9PN019300,PAS,NEW YORK,NY,10012,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,10/17/2023,10/16/2025,BL,N,N,N
69518,VEH,7PDSGABA9PN017479,PAS,BROOKLYN,NY,11203,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,05/10/2024,10/23/2025,GY,N,N,N
69521,VEH,7PDSGABA9PN016851,PAS,NEW YORK,NY,10069,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,10/13/2023,10/12/2025,GR,N,N,N
69523,VEH,7PDSGABA9PN016235,PAS,NEW YORK,NY,10128,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,08/14/2024,10/11/2025,GR,N,N,N
69525,VEH,7PDSGABA9PN015568,PAS,NEW YORK,NY,10003,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,7013.0,,,05/21/2024,07/17/2026,GY,N,N,N
69529,VEH,7PDSGABA9PN014274,PAS,NEW YORK,NY,10012,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,08/15/2023,08/31/2025,BK,N,N,N
69534,VEH,7PDSGABA9PN011391,PAS,BROOKLYN,NY,11201,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6795.0,,,08/16/2024,07/22/2026,GR,N,N,N
69538,VEH,7PDSGABA9PN010094,PAS,NEW YORK,NY,10025,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,07/06/2023,07/05/2025,GY,N,N,N
69539,VEH,7PDSGABA9PN010080,PAS,NEW YORK,NY,10028,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,7033.0,,,07/11/2023,07/10/2025,GY,N,N,N
69548,VEH,7PDSGABA9PN005350,PAS,NEW YORK,NY,10024,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,04/21/2023,04/20/2025,GR,N,N,N
69552,VEH,7PDSGABA8RN044692,PAS,NEW YORK,NY,10075,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6891.0,,,07/05/2024,07/04/2026,GR,N,N,N
69564,VEH,7PDSGABA8RN037855,PAS,NEW YORK,NY,10002,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,04/29/2024,04/28/2026,GY,N,N,N
69566,VEH,7PDSGABA8RN037421,PAS,LAURELTON,NY,11413,QUEENS,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,04/26/2024,10/13/2025,GY,N,N,N
69571,VEH,7PDSGABA8RN034390,PAS,BROOKLYN,NY,11217,KINGS,2024.0,RIVIA,SUBN,ELECTRIC,6891.0,,,03/22/2024,05/30/2026,GR,N,N,N
69572,VEH,7PDSGABA8RN033885,PAS,NEW YORK,NY,10030,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,03/05/2024,03/04/2026,GR,N,N,N
69574,VEH,7PDSGABA8RN033479,PAS,BRONX,NY,10463,BRONX,2024.0,RIVIA,SUBN,ELECTRIC,6891.0,,,04/12/2024,04/11/2026,BK,N,N,N
69581,VEH,7PDSGABA8PN029915,PAS,NEW YORK,NY,10024,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6861.0,,,02/08/2024,02/07/2026,GY,N,N,N
69592,VEH,7PDSGABA8PN027467,PAS,BROOKLYN,NY,11208,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,02/22/2024,02/28/2026,GY,N,N,N
69608,VEH,7PDSGABA8PN019515,PAS,NEW YORK,NY,10021,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6843.0,,,10/12/2023,02/04/2025,GR,N,N,N
69611,VEH,7PDSGABA8PN017845,PAS,NEW YORK,NY,10075,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,11/03/2023,11/02/2025,GY,N,N,N
69613,VEH,7PDSGABA8PN017327,PAS,BROOKLYN,NY,11201,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,10/17/2023,10/16/2025,GY,N,N,N
69617,VEH,7PDSGABA8PN015951,PAS,BROOKLYN,NY,11215,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6709.0,,,09/13/2023,09/12/2025,GR,N,N,N
69623,VEH,7PDSGABA8PN011656,PAS,NEW YORK,NY,10011,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6808.0,,,07/13/2023,07/12/2025,GY,N,N,N
69624,VEH,7PDSGABA8PN011219,PAS,STATEN ISLAND,NY,10301,RICHMOND,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,08/10/2023,08/09/2025,WH,N,N,N
69646,VEH,7PDSGABA7RN039807,PAS,BROOKLYN,NY,11231,KINGS,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,06/28/2024,06/27/2026,GY,N,N,N
69654,VEH,7PDSGABA7RN037345,PAS,NEW YORK,NY,10075,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,05/21/2024,05/20/2026,GY,N,N,N
69658,VEH,7PDSGABA7RN036504,PAS,BROOKLYN,NY,11210,KINGS,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,06/26/2024,06/25/2026,WH,N,N,N
69659,VEH,7PDSGABA7RN036454,PAS,STATEN ISLAND,NY,10312,RICHMOND,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,04/24/2024,04/23/2026,GY,N,N,N
69680,VEH,7PDSGABA7PN029193,PAS,BROOKLYN,NY,11201,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,01/02/2024,01/01/2026,GR,N,N,N
69681,VEH,7PDSGABA7PN028576,PAS,NEW YORK,NY,10002,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,01/24/2024,01/23/2026,BL,N,N,N
69683,VEH,7PDSGABA7PN028173,PAS,STATEN ISLAND,NY,10301,RICHMOND,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,01/02/2024,01/01/2026,GY,N,N,N
69686,VEH,7PDSGABA7PN025290,PAS,WHITESTONE,NY,11357,QUEENS,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,12/15/2023,12/31/2025,GR,N,N,N
69688,VEH,7PDSGABA7PN023541,PAS,NEW YORK,NY,10005,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6980.0,,,12/20/2023,12/31/2024,BK,N,N,N
69697,VEH,7PDSGABA7PN018355,PAS,BROOKLYN,NY,11236,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,10/27/2023,10/26/2025,BK,N,N,N
69702,VEH,7PDSGABA7PN017979,PAS,ARVERNE,NY,11692,QUEENS,2023.0,RIVIA,SUBN,ELECTRIC,6722.0,,,11/01/2023,10/31/2025,GR,N,N,N
69719,VEH,7PDSGABA7PN008179,PAS,NEW YORK,NY,10013,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,07/11/2023,07/10/2025,GR,N,N,N
69735,VEH,7PDSGABA6RN041841,PAS,NEW YORK,NY,10007,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,06/19/2024,06/18/2026,GY,N,N,N
69743,VEH,7PDSGABA6RN038812,PAS,BAYSIDE,NY,11360,QUEENS,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,05/13/2024,05/12/2026,GY,N,N,N
69748,VEH,7PDSGABA6RN037546,PAS,BROOKLYN,NY,11222,KINGS,2024.0,RIVIA,SUBN,ELECTRIC,6891.0,,,04/22/2024,04/21/2026,BK,N,N,N
69749,VEH,7PDSGABA6RN037529,PAS,BROOKLYN,NY,11216,KINGS,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,06/24/2024,06/23/2026,GY,N,N,N
69753,VEH,7PDSGABA6RN034596,PAS,NEW YORK,NY,10023,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,06/17/2024,06/16/2026,GY,N,N,N
69756,VEH,7PDSGABA6RN034310,PAS,NEW YORK,NY,10007,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,7024.0,,,03/12/2024,03/11/2026,BK,N,N,N
69757,VEH,7PDSGABA6RN034243,PAS,BROOKLYN,NY,11201,KINGS,2024.0,RIVIA,SUBN,ELECTRIC,6891.0,,,03/12/2024,03/11/2026,BK,N,N,N
69759,VEH,7PDSGABA6RN031794,PAS,STATEN ISLAND,NY,10307,RICHMOND,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,03/14/2024,03/13/2026,BK,N,N,N
69764,VEH,7PDSGABA6PN026950,PAS,BROOKLYN,NY,11237,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6896.0,,,08/20/2024,08/31/2026,GR,N,N,N
69770,VEH,7PDSGABA6PN024387,PAS,NEW YORK,NY,10026,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,12/15/2023,12/14/2025,GR,N,N,N
69771,VEH,7PDSGABA6PN023658,PAS,BROOKLYN,NY,11209,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,01/09/2024,01/08/2026,GR,N,N,N
69775,VEH,7PDSGABA6PN022963,PAS,MIDDLE VILLAGE,NY,11379,QUEENS,2023.0,RIVIA,SUBN,ELECTRIC,6709.0,,,10/31/2023,10/30/2025,GY,N,N,N
69776,VEH,7PDSGABA6PN021974,PAS,NEW YORK,NY,10013,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,6879.0,,,10/24/2023,10/23/2025,GR,N,N,N
69781,VEH,7PDSGABA6PN020727,PAS,STATEN ISLAND,NY,10314,RICHMOND,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,10/23/2023,10/22/2025,RD,N,N,N
69787,VEH,7PDSGABA6PN017942,PAS,BROOKLYN,NY,11238,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,11/21/2023,11/20/2025,GY,N,N,N
69798,VEH,7PDSGABA6PN012837,PAS,BROOKLYN,NY,11215,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,7033.0,,,08/09/2024,08/29/2026,BK,N,N,N
69799,VEH,7PDSGABA6PN012742,PAS,BROOKLYN,NY,11229,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,02/27/2024,12/05/2025,WH,N,N,N
69802,VEH,7PDSGABA6PN011039,PAS,BROOKLYN,NY,11236,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,08/01/2023,07/31/2025,GY,N,N,N
69809,VEH,7PDSGABA6PN007122,PAS,NEW YORK,NY,10012,NEW YORK,2023.0,RIVIA,SUBN,ELECTRIC,7013.0,,,06/02/2023,06/01/2025,GY,N,N,N
69816,VEH,7PDSGABA6NN002516,PAS,NEW YORK,NY,10013,NEW YORK,2022.0,RIVIA,SUBN,ELECTRIC,7019.0,,,02/27/2023,02/26/2025,BK,N,N,N
69823,VEH,7PDSGABA5RN041393,PAS,STATEN ISLAND,NY,10307,RICHMOND,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,05/21/2024,05/20/2026,BK,N,N,N
69831,VEH,7PDSGABA5RN037876,PAS,NEW YORK,NY,10013,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,05/23/2024,05/22/2026,WH,N,N,N
69833,VEH,7PDSGABA5RN036551,PAS,STATEN ISLAND,NY,10309,RICHMOND,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,05/09/2024,05/08/2026,WH,N,N,N
69836,VEH,7PDSGABA5RN035559,PAS,NEW YORK,NY,10011,NEW YORK,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,07/25/2024,07/24/2026,GY,N,N,N
69837,VEH,7PDSGABA5RN034282,PAS,BROOKLYN,NY,11203,KINGS,2024.0,RIVIA,SUBN,ELECTRIC,6879.0,,,06/04/2024,06/03/2026,GY,N,N,N
69845,VEH,7PDSGABA5PN029211,PAS,BAYSIDE,NY,11361,QUEENS,2023.0,RIVIA,SUBN,ELECTRIC,6900.0,,,01/02/2024,01/01/2026,WH,N,N,N
69862,VEH,7PDSGABA5PN023487,PAS,BROOKLYN,NY,11201,KINGS,2023.0,RIVIA,SUBN,ELECTRIC,6891.0,,,01/09/2024,04/15/2025,WH,N,N,N
69866,VEH,7PDSGABA5PN018788,PAS,STATEN ISLAND,NY,10312,RICHMOND,2023.0,RIVIA,SUBN,ELECTRIC,6731.0,,,11/10/2023,11/09/2025,GY,N,N,N
